Drug1,Drug2,Loewe
streptozocin,raloxifene,0.0235
methoxsalen,pazopanib,0.0281
cyclophosphamide,fludarabine,0.0394
sorafenib,celecoxib,0.0417
sorafenib,clofarabine,0.0154
tamoxifen,megestrolacetate,0.0278
fulvestrant,celecoxib,-0.0691
imiquimod,procarbazine,-0.0997
lapatinib,lenalidomide,-0.0944
busulfan,letrozole,-0.0795
thiotepa,raloxifene,-0.0116
cyclophosphamide,temozolomide,-0.0058
capecitabine,vismodegib,-0.0275
erlotinib,methoxsalen,-0.0688
fulvestrant,clofarabine,-0.0759
cyclophosphamide,pralatrexate,-0.0168
cyclophosphamide,axitinib,0.0627
hydroxyurea,letrozole,-0.0753
erlotinib,allopurinol,-0.0074
sorafenib,nelarabine,-0.035
imiquimod,mitotane,-0.0063
lapatinib,clofarabine,-0.0123
imatinib,axitinib,0.0412
imiquimod,sorafenib,-0.0758
nilotinib,vismodegib,-0.0619
estramustinephosphatesodium,imiquimod,0.0122
estramustinephosphatesodium,nilotinib,-0.0766
erlotinib,aminolevulinicacid,-0.0391
anastrozole,lapatinib,-0.0219
mitotane,axitinib,-0.0793
estramustinephosphatesodium,ifosfamide,0.0049
altretamine,lenalidomide,-0.4799
busulfan,nelarabine,-0.0656
bendamustine,axitinib,-0.0568
estramustinephosphatesodium,pralatrexate,-0.0367
streptozocin,letrozole,-0.085
letrozole,megestrolacetate,-0.0065
procarbazine,fludarabine,-0.003
streptozocin,anastrozole,-0.0428
cyclophosphamide,celecoxib,0.0118
imiquimod,thalidomide,-0.0955
imiquimod,megestrolacetate,-0.0357
azacitidine,raloxifene,-0.0312
fulvestrant,temozolomide,-0.0332
sorafenib,capecitabine,0.0057
procarbazine,nelarabine,-0.0017
temozolomide,axitinib,0.0512
imiquimod,ifosfamide,-0.0266
imatinib,temozolomide,-0.0605
procarbazine,nilotinib,0.019
mitotane,temozolomide,-0.0016
doxorubicin,nilotinib,-0.1898
imatinib,letrozole,0.0131
dactinomycin,pazopanib,-0.2608
bortezomib,axitinib,-0.0066
thalidomide,capecitabine,-0.0137
ifosfamide,pralatrexate,0.0061
erlotinib,hydroxyurea,-0.0696
anastrozole,doxorubicin,-0.1847
valrubicin,dacarbazine,-0.0147
nelarabine,axitinib,-0.0138
sorafenib,nilotinib,-0.093
lenalidomide,ruxolitinib,-0.0203
thalidomide,fludarabine,0.0022
cyclophosphamide,clofarabine,-0.0141
estramustinephosphatesodium,capecitabine,-0.0108
estramustinephosphatesodium,pazopanib,-0.0367
valrubicin,vismodegib,-0.0086
ifosfamide,fulvestrant,0.0021
lapatinib,fludarabine,-0.0191
imatinib,celecoxib,-0.0686
clofarabine,mitotane,0.0149
doxorubicin,letrozole,-0.1783
erlotinib,streptozocin,-0.0677
megestrolacetate,doxorubicin,-0.1594
thalidomide,nelarabine,-0.0467
gemcitabine,axitinib,0.0065
lapatinib,nilotinib,0.054
sunitinib,pazopanib,-0.0242
imiquimod,cyclophosphamide,-0.098
celecoxib,pazopanib,-0.0841
erlotinib,mitotane,-0.0318
nelarabine,bendamustine,-0.3757
imiquimod,fludarabine,0.0057
imiquimod,imatinib,-0.0698
abiraterone,ruxolitinib,-0.0239
temozolomide,dacarbazine,-0.0863
erlotinib,thalidomide,-0.0441
estramustinephosphatesodium,celecoxib,-0.0237
imatinib,fludarabine,-0.0875
nelarabine,mitotane,0.0131
tamoxifen,axitinib,-0.0763
nelarabine,fulvestrant,0.042
capecitabine,fulvestrant,0.0274
capecitabine,imatinib,0.0081
erlotinib,bendamustine,0.0123
sorafenib,letrozole,-0.0777
anastrozole,sorafenib,0.0153
erlotinib,busulfan,-0.0417
imiquimod,axitinib,0.0973
imiquimod,pralatrexate,-0.0033
mitotane,fludarabine,-0.0152
mitotane,nelarabine,-0.254
erlotinib,procarbazine,-0.0562
cyclophosphamide,nelarabine,-0.0672
bendamustine,letrozole,-0.0407
erlotinib,sorafenib,-0.0661
thalidomide,anastrozole,-0.0634
vismodegib,ruxolitinib,-0.046
nelarabine,imatinib,-0.0286
anastrozole,axitinib,-0.0089
estramustinephosphatesodium,letrozole,-0.0553
nilotinib,imatinib,-0.0565
mitotane,nilotinib,-0.0418
nilotinib,mitotane,-0.0063
erlotinib,doxorubicin,-0.0238
erlotinib,megestrolacetate,-0.0161
valrubicin,vandetanib,-0.056
anastrozole,bendamustine,-0.0445
clofarabine,fulvestrant,-0.0028
cyclophosphamide,capecitabine,-0.0024
vandetanib,ruxolitinib,-0.0729
ifosfamide,pazopanib,-0.0167
imiquimod,celecoxib,-0.0132
ifosfamide,celecoxib,-0.0771
anastrozole,fludarabine,-0.0057
ifosfamide,clofarabine,0.0509
estramustinephosphatesodium,fludarabine,-0.1687
thalidomide,pazopanib,-0.0207
estramustinephosphatesodium,nelarabine,-0.0316
cyclophosphamide,letrozole,-0.0438
imiquimod,fulvestrant,-0.0116
ifosfamide,capecitabine,-0.0224
erlotinib,lapatinib,-0.0277
dacarbazine,ruxolitinib,-0.0049
erlotinib,axitinib,-0.0166
ifosfamide,nelarabine,-0.0725
cyclophosphamide,anastrozole,-0.0267
anastrozole,mitotane,-0.0629
fulvestrant,capecitabine,-0.0677
temozolomide,vismodegib,-0.0209
procarbazine,megestrolacetate,0.0191
crizotinib,altretamine,-0.0088
fulvestrant,nilotinib,-0.1145
clofarabine,temozolomide,0.0047
temozolomide,celecoxib,-0.0363
procarbazine,axitinib,0.0152
ifosfamide,fludarabine,0.0101
cyclophosphamide,pazopanib,0.0391
imiquimod,clofarabine,-0.0393
estramustinephosphatesodium,anastrozole,-0.0252
ifosfamide,nilotinib,-0.1127
imiquimod,temozolomide,-0.0069
altretamine,vismodegib,-0.0273
erlotinib,imatinib,-0.0598
fludarabine,axitinib,-0.046
fulvestrant,raloxifene,-0.0511
fulvestrant,altretamine,0.0301
methoxsalen,raloxifene,-0.0508
megestrolacetate,pazopanib,-0.0904
raloxifene,vandetanib,-0.147
erlotinib,fulvestrant,-0.026
capecitabine,temozolomide,0.0075
ruxolitinib,vandetanib,-0.1337
aminolevulinicacid,raloxifene,0.0536
bortezomib,pazopanib,-0.0316
temozolomide,letrozole,0.0083
vismodegib,raloxifene,-0.0188
erlotinib,imiquimod,0.0277
nilotinib,megestrolacetate,-0.0372
imiquimod,pazopanib,0.0697
ixabepilone,altretamine,-0.0598
erlotinib,estramustinephosphatesodium,0.1997
fulvestrant,letrozole,-0.093
temozolomide,fludarabine,-0.0009
cyclophosphamide,altretamine,0.0113
azacitidine,ruxolitinib,-0.096
letrozole,axitinib,-0.0244
ifosfamide,letrozole,-0.0733
azacitidine,altretamine,-0.1265
capecitabine,celecoxib,0.0081
nelarabine,temozolomide,-0.0289
anastrozole,capecitabine,0.0184
ifosfamide,anastrozole,-0.0498
nelarabine,celecoxib,-0.0281
nilotinib,temozolomide,-0.0586
raloxifene,doxorubicin,-0.0661
fludarabine,celecoxib,-0.0611
gemcitabine,pazopanib,0.0068
ruxolitinib,crizotinib,-0.088
clofarabine,fludarabine,0.0047
bendamustine,pazopanib,-0.0586
clofarabine,nelarabine,0.0036
clofarabine,anastrozole,-0.0583
clofarabine,nilotinib,0.0054
nilotinib,celecoxib,-0.0564
bortezomib,raloxifene,-0.0725
imiquimod,capecitabine,0.0033
pazopanib,axitinib,-0.0047
capecitabine,axitinib,-0.0013
imiquimod,nelarabine,0.0
clofarabine,capecitabine,0.0047
imiquimod,letrozole,-0.0111
anastrozole,temozolomide,-0.0088
capecitabine,fludarabine,-0.0011
allopurinol,raloxifene,0.0048
axitinib,pazopanib,-0.0479
letrozole,pazopanib,-0.0163
capecitabine,nelarabine,-0.0012
capecitabine,nilotinib,-0.005
tamoxifen,pazopanib,-0.0452
celecoxib,letrozole,0.0951
clofarabine,letrozole,0.0074
allopurinol,pazopanib,0.0089
anastrozole,celecoxib,-0.0371
anastrozole,clofarabine,0.0035
nelarabine,fludarabine,-0.0315
nilotinib,fludarabine,-0.0571
erlotinib,capecitabine,0.011
cyclophosphamide,raloxifene,0.0205
nelarabine,nilotinib,-0.0351
valrubicin,axitinib,-0.0272
dexrazoxane,doxorubicin,-0.1197
sunitinib,raloxifene,0.0228
sunitinib,ruxolitinib,-0.0297
fludarabine,pazopanib,-0.0342
capecitabine,letrozole,-0.0052
busulfan,altretamine,-0.0576
erlotinib,celecoxib,-0.0327
valrubicin,megestrolacetate,-0.0302
fulvestrant,ruxolitinib,-0.0853
anastrozole,letrozole,-0.0534
mitotane,raloxifene,-0.135
methoxsalen,ruxolitinib,-0.0404
erlotinib,clofarabine,0.0247
methoxsalen,altretamine,-0.0707
erlotinib,letrozole,-0.0166
erlotinib,pralatrexate,-0.0343
fludarabine,letrozole,0.0115
thalidomide,raloxifene,-0.0618
aminolevulinicacid,ruxolitinib,0.0627
gemcitabine,raloxifene,0.0136
celecoxib,raloxifene,-0.0279
nelarabine,letrozole,-0.0352
aminolevulinicacid,altretamine,0.0491
anastrozole,nelarabine,-0.2799
ruxolitinib,vismodegib,-0.0586
nelarabine,anastrozole,0.0025
nilotinib,letrozole,-0.056
nilotinib,anastrozole,-0.0746
anastrozole,nilotinib,-0.0259
erlotinib,nelarabine,-0.0534
capecitabine,anastrozole,-0.0237
gemcitabine,altretamine,-0.0208
erlotinib,fludarabine,0.0358
anastrozole,pazopanib,-0.0144
streptozocin,ruxolitinib,0.0233
erlotinib,nilotinib,-0.048
imatinib,raloxifene,0.0214
streptozocin,altretamine,-0.0094
tamoxifen,raloxifene,-0.0206
capecitabine,pazopanib,-0.0084
procarbazine,pazopanib,0.0515
megestrolacetate,raloxifene,0.0312
lapatinib,megestrolacetate,-0.0868
bortezomib,ruxolitinib,0.0031
estramustinephosphatesodium,raloxifene,0.0098
sunitinib,altretamine,-0.0366
temozolomide,megestrolacetate,-0.089
erlotinib,anastrozole,-0.0105
thalidomide,ruxolitinib,-0.0414
dactinomycin,ruxolitinib,-0.2222
erlotinib,pazopanib,-0.001
fludarabine,raloxifene,-0.0067
mitotane,altretamine,-0.1521
nelarabine,raloxifene,0.0068
ifosfamide,raloxifene,-0.0389
lapatinib,axitinib,0.0098
mitotane,ruxolitinib,-0.0975
axitinib,raloxifene,-0.0383
celecoxib,ruxolitinib,-0.0257
thalidomide,altretamine,-0.0715
nilotinib,axitinib,-0.0273
celecoxib,altretamine,0.0248
raloxifene,axitinib,-0.0759
altretamine,megestrolacetate,-0.3893
imatinib,altretamine,-0.1172
imatinib,ruxolitinib,0.0586
bortezomib,altretamine,0.0228
cyclophosphamide,ruxolitinib,0.0134
fludarabine,ruxolitinib,-0.0426
imiquimod,raloxifene,-0.001
dactinomycin,altretamine,-0.0093
altretamine,axitinib,0.0467
allopurinol,ruxolitinib,0.023
ifosfamide,altretamine,-0.0291
megestrolacetate,ruxolitinib,-0.0186
estramustinephosphatesodium,ruxolitinib,0.0333
estramustinephosphatesodium,altretamine,0.046
ifosfamide,ruxolitinib,-0.0447
valrubicin,pazopanib,-0.0241
gemcitabine,ruxolitinib,0.0407
tamoxifen,altretamine,-0.0446
bendamustine,ruxolitinib,-0.0504
bendamustine,altretamine,0.0196
allopurinol,altretamine,-0.0508
nelarabine,ruxolitinib,-0.0452
nelarabine,altretamine,-0.0106
anastrozole,raloxifene,-0.0048
letrozole,raloxifene,-0.0043
nilotinib,pazopanib,-0.009
ruxolitinib,axitinib,-0.0617
axitinib,ruxolitinib,-0.0235
procarbazine,raloxifene,-0.0082
erlotinib,raloxifene,0.0046
tamoxifen,ruxolitinib,-0.0777
raloxifene,pazopanib,-0.0255
pazopanib,raloxifene,-0.0122
temozolomide,pazopanib,0.0515
lapatinib,pazopanib,-0.0404
pazopanib,ruxolitinib,-0.0072
fludarabine,altretamine,-0.0233
capecitabine,altretamine,0.0425
letrozole,altretamine,0.0233
capecitabine,raloxifene,0.0334
erlotinib,altretamine,-0.0157
nilotinib,raloxifene,0.0373
anastrozole,ruxolitinib,0.0059
letrozole,ruxolitinib,-0.0248
anastrozole,altretamine,0.0305
procarbazine,ruxolitinib,-0.0979
procarbazine,altretamine,-0.0364
valrubicin,raloxifene,-0.0081
imiquimod,ruxolitinib,0.0753
imiquimod,altretamine,0.0126
ruxolitinib,pazopanib,-0.0301
altretamine,pazopanib,0.0214
erlotinib,ruxolitinib,0.0193
lapatinib,altretamine,-0.0295
capecitabine,ruxolitinib,0.0327
temozolomide,raloxifene,-0.0022
valrubicin,ruxolitinib,0.0072
valrubicin,altretamine,-0.0036
altretamine,ruxolitinib,0.0538
lapatinib,raloxifene,0.0416
temozolomide,altretamine,-0.0416
ruxolitinib,raloxifene,0.0032
raloxifene,ruxolitinib,-0.0276
nilotinib,ruxolitinib,0.0028
nilotinib,altretamine,-0.0075
altretamine,raloxifene,-0.0307
temozolomide,ruxolitinib,0.0722
lapatinib,ruxolitinib,0.0547
