Drug1,Drug2,Loewe
megestrolacetate,vandetanib,0.0205
raloxifene,doxorubicin,-0.0691
sunitinib,megestrolacetate,-0.0393
vismodegib,vandetanib,0.0102
erlotinib,procarbazine,-0.0048
ifosfamide,tamoxifen,-0.1166
imiquimod_hct,streptozocin,0.0281
dactinomycin,lenalidomide_hct,-0.222
imiquimod_hct,methoxsalen,0.0622
erlotinib,vinblastine,0.008
methoxsalen,sorafenib,-0.0238
methoxsalen,megestrolacetate,0.0172
ifosfamide,fulvestrant,0.0301
aminolevulinicacid,lapatinib,0.0455
bendamustine,sorafenib,0.0109
valrubicin,altretamine,-0.0341
allopurinol,sorafenib,-0.0699
allopurinol,vinblastine,0.0304
imiquimod_hct,lenalidomide_hct,-0.07
bendamustine,lenalidomide_hct,-0.0083
hydroxyurea,ruxolitinib,-0.0028
erlotinib,megestrolacetate,-0.0476
methoxsalen,procarbazine,0.007
bendamustine,dacarbazine,-0.0742
mitotane,vemurafenib_hct,-0.1557
sorafenib,lapatinib,0.0811
bendamustine,vismodegib,0.0047
procarbazine,hydroxyurea,0.0241
vemurafenib_hct,lenalidomide_hct,-0.0752
vinblastine,sorafenib,0.0409
cyclophosphamide,celecoxib,0.0191
cyclophosphamide,altretamine,0.0331
dasatinib,veliparib,0.0755
temozolomide_hct,dacarbazine,-0.0768
lapatinib,imatinib,0.0849
axitinib,raloxifene,-0.1103
tamoxifen,altretamine,0.0517
erlotinib,temozolomide_hct,-0.06
aminolevulinicacid,altretamine,0.0051
cyclophosphamide,hydroxyurea,0.0119
aminolevulinicacid,hydroxyurea,0.0272
erlotinib,vismodegib,-0.0168
vemurafenib_hct,dacarbazine,-0.0885
mitotane,letrozole,-0.0589
mitotane,ruxolitinib,-0.0691
capecitabine,tamoxifen,-0.0421
cyclophosphamide,thalidomide_hct,-0.0562
fulvestrant,pazopanib,-0.0456
anastrozole,temozolomide_hct,0.0573
tamoxifen,ruxolitinib,0.0254
hydroxyurea,altretamine,0.0453
ifosfamide,vandetanib,-0.0273
nilotinib,tamoxifen,-0.0074
mitotane,capecitabine,-0.0085
dasatinib,raloxifene,0.0142
pazopanib,vismodegib,-0.0823
sorafenib,imatinib,0.0392
allopurinol,fulvestrant,-0.0885
bendamustine,celecoxib,-0.0015
nilotinib,vismodegib,-0.0283
procarbazine,nilotinib,0.0219
anastrozole,sunitinib,-0.0123
sunitinib,vismodegib,-0.0063
cyclophosphamide,nilotinib,-0.0011
procarbazine,thalidomide_hct,-0.0265
streptozocin,imatinib,-0.0148
erlotinib,vandetanib,-0.0211
procarbazine,pazopanib,0.0775
aminolevulinicacid,celecoxib,0.0047
ifosfamide,altretamine,0.0309
imatinib,lenalidomide_hct,-0.0448
abiraterone,raloxifene,-0.0456
sunitinib,lapatinib,-0.0325
aminolevulinicacid,imatinib,0.0075
anastrozole,mitotane,-0.0357
sunitinib,celecoxib,-0.0061
fulvestrant,letrozole,-0.0706
imiquimod_hct,mitotane,-0.1094
methoxsalen,temozolomide_hct,-0.019
cyclophosphamide,pazopanib,0.039
erlotinib,fulvestrant,0.0145
ixabepilone,raloxifene,-0.0244
erlotinib,lapatinib,0.0774
streptozocin,raloxifene,0.0082
capecitabine,megestrolacetate,-0.0136
erlotinib,bendamustine,-0.0656
fulvestrant,hydroxyurea,0.001
thalidomide_hct,megestrolacetate,-0.2045
veliparib,dactolisib,-0.2068
nilotinib,megestrolacetate,-0.127
aminolevulinicacid,ruxolitinib,0.0768
ixabepilone,vemurafenib_hct,-0.025
dactinomycin,megestrolacetate,-0.295
bendamustine,vinblastine,-0.4245
imiquimod_hct,sunitinib,-0.0757
erlotinib,pazopanib,-0.0167
sorafenib,hydroxyurea,-0.0114
anastrozole,megestrolacetate,-0.0444
capecitabine,fulvestrant,0.0249
cyclophosphamide,erlotinib,-0.0427
cyclophosphamide,lapatinib,0.0454
gemcitabine_hct,vemurafenib_hct,0.0485
methoxsalen,fulvestrant,-0.0199
gemcitabine_hct,raloxifene,-0.0264
thalidomide_hct,sorafenib,-0.0252
lenalidomide_hct,vemurafenib_hct,0.0351
sunitinib,letrozole,-0.006
nelarabine,tamoxifen,-0.0197
temozolomide_hct,vandetanib,0.0517
valrubicin,ruxolitinib,-0.0251
ifosfamide,sorafenib,0.0171
streptozocin,capecitabine,-0.0122
sunitinib,vemurafenib_hct,0.0538
temozolomide_hct,dactolisib,-0.1699
veliparib,topotecan,-0.4134
ifosfamide,pralatrexate,0.0321
mitotane,nilotinib,-0.0824
sorafenib,celecoxib,0.0564
allopurinol,bendamustine,-0.0392
aminolevulinicacid,anastrozole,-0.0574
erlotinib,thalidomide_hct,-0.0184
vandetanib,vismodegib,-0.0046
cyclophosphamide,geldanamycin_hct,-0.3323
imiquimod_hct,cyclophosphamide,0.0186
streptozocin,nilotinib,-0.0056
tamoxifen,vandetanib,-0.0255
cyclophosphamide,lapatinib,0.0099
cyclophosphamide,mk2206_hct,-0.0399
imiquimod_hct,aminolevulinicacid,-0.0671
megestrolacetate,ruxolitinib,0.0181
imiquimod_hct,vismodegib,0.0846
streptozocin,celecoxib,0.0082
lapatinib,temozolomide_hct,0.0167
allopurinol,hydroxyurea,-0.0406
cyclophosphamide,letrozole,-0.0155
veliparib,geldanamycin_hct,-0.37
veliparib,sorafenib,-0.4787
anastrozole,fulvestrant,0.0057
procarbazine,anastrozole,0.0763
cyclophosphamide,adavosertib,-0.0888
hydroxyurea,temozolomide_hct,0.0054
erlotinib,methoxsalen,-0.0005
bendamustine,temozolomide_hct,-0.002
anastrozole,capecitabine,0.0247
cyclophosphamide,vorinostat,-0.3961
capecitabine,mitotane,-0.0613
nilotinib,vandetanib,0.0185
temozolomide_hct,megestrolacetate,-0.0645
imiquimod_hct,megestrolacetate,-0.0822
procarbazine,letrozole,0.0476
letrozole,raloxifene,0.0023
aminolevulinicacid,nelarabine,-0.0012
vismodegib,pazopanib,-0.0848
dacarbazine,raloxifene,0.0195
cyclophosphamide,imatinib,-0.0235
imatinib,temozolomide_hct,0.0301
lapatinib,vismodegib,0.0085
nelarabine,megestrolacetate,-0.0406
letrozole,altretamine,-0.0098
cyclophosphamide,dactolisib,-0.2081
cyclophosphamide,dasatinib,0.1265
dactinomycin,pazopanib,-0.3199
temozolomide_hct,celecoxib,0.0541
erlotinib,dasatinib,-0.0828
cyclophosphamide,bortezomib,-0.5225
cyclophosphamide,sorafenib,-0.4747
cyclophosphamide,sunitinib,-0.4236
cyclophosphamide,temozolomide_hct,0.0026
cyclophosphamide,veliparib,-0.0959
sunitinib,nilotinib,0.039
allopurinol,raloxifene,-0.0379
lapatinib,megestrolacetate,-0.1016
imiquimod_hct,pazopanib,0.0077
bendamustine,imatinib,-0.0078
imiquimod_hct,pralatrexate,-0.0415
procarbazine,nelarabine,0.0107
vinblastine,temozolomide_hct,-0.0434
anastrozole,sorafenib,0.0464
mitotane,celecoxib,-0.0211
erlotinib,imiquimod_hct,0.0108
methoxsalen,imatinib,0.0369
imiquimod_hct,sorafenib,-0.0574
nelarabine,abiraterone,-0.0418
sorafenib,nilotinib,-0.0091
ruxolitinib,vismodegib,-0.0229
imiquimod_hct,allopurinol,-0.0527
cyclophosphamide,capecitabine,0.024
methoxsalen,letrozole,0.0465
aminolevulinicacid,capecitabine,-0.0015
sorafenib,letrozole,-0.0496
methoxsalen,capecitabine,0.0373
anastrozole,bendamustine,0.0091
thalidomide_hct,nilotinib,0.0256
imiquimod_hct,ifosfamide,0.0634
bendamustine,hydroxyurea,-0.0631
aminolevulinicacid,nilotinib,0.001
cyclophosphamide,vemurafenib_hct,0.0398
erlotinib,ruxolitinib,0.0483
fulvestrant,lapatinib,-0.0631
dasatinib,topotecan,-0.4475
aminolevulinicacid,vemurafenib_hct,-0.0743
thalidomide_hct,temozolomide_hct,-0.0276
thalidomide_hct,vismodegib,-0.0624
vemurafenib_hct,altretamine,-0.0568
imatinib,megestrolacetate,-0.1076
procarbazine,altretamine,-0.0125
erlotinib,ifosfamide,-0.0328
thalidomide_hct,allopurinol,-0.0299
imatinib,vandetanib,0.0094
vandetanib,ruxolitinib,-0.0565
raloxifene,abiraterone,-0.1079
ifosfamide,bendamustine,-0.0116
letrozole,vismodegib,0.0202
methoxsalen,thalidomide_hct,-0.0313
methoxsalen,vinblastine,-0.0137
vemurafenib_hct,vandetanib,-0.0611
thalidomide_hct,vandetanib,-0.0826
erlotinib,celecoxib,-0.0418
tamoxifen,pazopanib,0.0049
temozolomide_hct,vismodegib,0.0551
nilotinib,pazopanib,-0.0021
sorafenib,nelarabine,0.0097
sunitinib,altretamine,-0.007
capecitabine,anastrozole,0.0176
ifosfamide,vemurafenib_hct,0.0666
imiquimod_hct,fulvestrant,-0.0549
altretamine,raloxifene,0.0529
ifosfamide,letrozole,0.0113
valrubicin,vemurafenib_hct,-0.0226
erlotinib,pralatrexate,0.0067
lenalidomide_hct,raloxifene,-0.0411
lapatinib,pazopanib,-0.0253
allopurinol,letrozole,-0.1104
capecitabine,ruxolitinib,0.0203
imiquimod_hct,bendamustine,-0.0707
dactinomycin,vismodegib,-0.4191
dasatinib,geldanamycin_hct,-0.3356
allopurinol,vemurafenib_hct,-0.0967
nelarabine,fulvestrant,0.0049
ifosfamide,temozolomide_hct,-0.0332
ifosfamide,thalidomide_hct,-0.0339
temozolomide_hct,veliparib,-0.1145
vismodegib,vemurafenib_hct,-0.0193
anastrozole,vismodegib,-0.0157
methoxsalen,altretamine,0.0531
erlotinib,letrozole,-0.0553
vemurafenib_hct,megestrolacetate,-0.0603
vismodegib,ruxolitinib,-0.0168
methoxsalen,hydroxyurea,-0.0097
mk2206_hct,geldanamycin_hct,-0.3531
ruxolitinib,vandetanib,-0.0537
dactinomycin,ruxolitinib,-0.2976
mk2206_hct,bortezomib,-0.4958
vinblastine,hydroxyurea,0.0218
imatinib,altretamine,-0.0262
temozolomide_hct,geldanamycin_hct,-0.2884
thalidomide_hct,pazopanib,-0.0576
thalidomide_hct,ruxolitinib,-0.0188
sorafenib,capecitabine,0.0239
fulvestrant,nelarabine,-0.3145
anastrozole,letrozole,0.0291
thalidomide_hct,vinblastine,0.0202
nelarabine,lenalidomide_hct,-0.1011
temozolomide_hct,adavosertib,-0.1002
temozolomide_hct,bortezomib,-0.4718
ifosfamide,vinblastine,-0.059
erlotinib,bortezomib,-0.5216
temozolomide_hct,mk2206_hct,-0.0011
bendamustine,vandetanib,-0.0558
fulvestrant,imatinib,-0.0789
fulvestrant,nilotinib,-0.1257
allopurinol,lapatinib,-0.1085
anastrozole,altretamine,0.0046
lapatinib,veliparib,-0.0047
nilotinib,imatinib,0.039
dactinomycin,vandetanib,-0.3171
lapatinib,altretamine,-0.0194
imiquimod_hct,raloxifene,0.015
thalidomide_hct,pralatrexate,0.0398
allopurinol,imatinib,-0.0098
mk2206_hct,dasatinib,-0.1472
tamoxifen,raloxifene,-0.0414
ifosfamide,imatinib,0.053
allopurinol,anastrozole,-0.0566
anastrozole,vinblastine,-0.0082
capecitabine,altretamine,-0.0361
ifosfamide,capecitabine,0.0403
mk2206_hct,dactolisib,-0.2708
nilotinib,altretamine,-0.0919
fulvestrant,raloxifene,0.0139
thalidomide_hct,altretamine,-0.1634
thalidomide_hct,hydroxyurea,0.0174
methoxsalen,pazopanib,-0.0366
imiquimod_hct,thalidomide_hct,0.0575
erlotinib,geldanamycin_hct,-0.4572
ifosfamide,hydroxyurea,-0.0498
fulvestrant,capecitabine,-0.0233
sunitinib,pazopanib,-0.0073
erlotinib,raloxifene,0.0491
erlotinib,veliparib,-0.0672
vinblastine,letrozole,-0.0008
methoxsalen,ruxolitinib,0.0034
bendamustine,letrozole,-0.0308
metformin,veliparib,0.0109
mk2206_hct,erlotinib,-0.1694
anastrozole,pazopanib,0.0052
bendamustine,pazopanib,0.0365
lapatinib,geldanamycin_hct,-0.3638
metformin,vorinostat,-0.3658
vemurafenib_hct,vismodegib,-0.0197
vemurafenib_hct,pazopanib,-0.1088
thalidomide_hct,imatinib,0.044
metformin,geldanamycin_hct,-0.288
ruxolitinib,vemurafenib_hct,-0.0416
metformin,adavosertib,-0.0924
capecitabine,bendamustine,-0.0483
megestrolacetate,raloxifene,0.0108
imiquimod_hct,temozolomide_hct,-0.0901
metformin,lapatinib,-0.0353
methoxsalen,lapatinib,0.0463
metformin,mk2206_hct,-0.0159
methoxsalen,celecoxib,0.0125
thalidomide_hct,lapatinib,0.0001
thalidomide_hct,letrozole,-0.0118
nelarabine,bendamustine,-0.1091
imatinib,pazopanib,0.0261
erlotinib,topotecan,-0.5735
metformin,dactolisib,-0.1779
altretamine,pazopanib,-0.0153
anastrozole,nelarabine,-0.2758
methoxsalen,vemurafenib_hct,0.0028
mk2206_hct,topotecan,-0.553
mk2206_hct,veliparib,-0.0265
temozolomide_hct,lapatinib,-0.0391
temozolomide_hct,dasatinib,0.1145
temozolomide_hct,letrozole,0.0996
temozolomide_hct,sorafenib,-0.4573
temozolomide_hct,topotecan,-0.4707
imatinib,vismodegib,0.0059
lapatinib,bortezomib,-0.5072
lapatinib,dasatinib,0.0629
lapatinib,sorafenib,-0.5323
lapatinib,topotecan,-0.4276
lapatinib,dactolisib,-0.1964
metformin,bortezomib,-0.4878
metformin,dasatinib,0.1265
metformin,erlotinib,-0.0601
metformin,sorafenib,-0.4771
metformin,sunitinib,-0.4276
metformin,temozolomide_hct,0.0268
erlotinib,sorafenib,-0.5154
erlotinib,dactolisib,-0.3305
dasatinib,sorafenib,-0.5364
dasatinib,dactolisib,-0.2937
mk2206_hct,sorafenib,-0.5678
aminolevulinicacid,raloxifene,0.0113
methoxsalen,anastrozole,0.0568
altretamine,ruxolitinib,-0.0012
hydroxyurea,letrozole,-0.0469
capecitabine,pazopanib,0.0288
pazopanib,raloxifene,0.0161
anastrozole,lapatinib,0.0532
capecitabine,vemurafenib_hct,0.0229
imiquimod_hct,vinblastine,-0.0299
procarbazine,raloxifene,0.0604
nilotinib,ruxolitinib,0.032
ifosfamide,pazopanib,0.0924
letrozole,pazopanib,0.0305
ifosfamide,ruxolitinib,0.0382
nelarabine,temozolomide_hct,-0.064
letrozole,ruxolitinib,0.0037
valrubicin,raloxifene,-0.0802
hydroxyurea,lapatinib,0.0657
erlotinib,imatinib,-0.1328
vismodegib,raloxifene,-0.0014
vemurafenib_hct,ruxolitinib,-0.0466
imiquimod_hct,altretamine,0.0001
ifosfamide,lapatinib,0.007
allopurinol,capecitabine,-0.1327
capecitabine,raloxifene,0.0528
ruxolitinib,pazopanib,-0.0435
anastrozole,hydroxyurea,-0.0023
nilotinib,bendamustine,-0.0764
allopurinol,nilotinib,-0.1264
thalidomide_hct,nelarabine,0.0321
vinblastine,nelarabine,-0.3818
anastrozole,imatinib,0.018
vandetanib,vemurafenib_hct,-0.0419
nelarabine,vinblastine,-0.0918
nilotinib,letrozole,0.0176
lapatinib,nilotinib,0.0248
thalidomide_hct,anastrozole,0.0457
pazopanib,ruxolitinib,-0.0672
ifosfamide,celecoxib,0.0178
erlotinib,capecitabine,0.0014
capecitabine,temozolomide_hct,-0.0107
anastrozole,nilotinib,-0.0261
nelarabine,letrozole,-0.0414
temozolomide_hct,vemurafenib_hct,0.0129
erlotinib,nilotinib,-0.0656
erlotinib,vemurafenib_hct,-0.0306
nilotinib,temozolomide_hct,0.0037
capecitabine,imatinib,0.0606
tamoxifen,vemurafenib_hct,-0.0039
allopurinol,celecoxib,-0.1692
anastrozole,vandetanib,0.0102
nelarabine,hydroxyurea,-0.0298
capecitabine,vinblastine,-0.0182
imiquimod_hct,nelarabine,-0.0314
imiquimod_hct,ruxolitinib,0.0315
imiquimod_hct,vemurafenib_hct,0.0195
methoxsalen,nilotinib,0.0393
hydroxyurea,imatinib,-0.0207
imiquimod_hct,anastrozole,-0.0711
sunitinib,raloxifene,-0.0031
vinblastine,nilotinib,-0.0996
ifosfamide,nelarabine,-0.0154
lapatinib,celecoxib,0.0008
raloxifene,vandetanib,-0.0749
imiquimod_hct,lapatinib,-0.0308
anastrozole,celecoxib,0.0701
capecitabine,hydroxyurea,-0.0207
temozolomide_hct,altretamine,-0.0297
letrozole,vemurafenib_hct,-0.0505
vinblastine,celecoxib,0.0267
lapatinib,letrozole,0.0677
altretamine,vemurafenib_hct,-0.0224
thalidomide_hct,capecitabine,0.0771
nelarabine,nilotinib,-0.0011
ifosfamide,raloxifene,0.0107
pazopanib,vemurafenib_hct,-0.1191
nilotinib,vemurafenib_hct,-0.0297
imatinib,celecoxib,0.0772
thalidomide_hct,vemurafenib_hct,-0.0914
ifosfamide,nilotinib,0.0276
imiquimod_hct,nilotinib,-0.058
dactinomycin,raloxifene,-0.354
lapatinib,nelarabine,0.065
imiquimod_hct,imatinib,-0.0351
nelarabine,altretamine,-0.0322
vandetanib,raloxifene,-0.034
bendamustine,vemurafenib_hct,-0.015
hydroxyurea,celecoxib,0.0627
bendamustine,ruxolitinib,0.0348
imatinib,vemurafenib_hct,0.0118
raloxifene,vismodegib,-0.0857
nelarabine,anastrozole,-0.024
thalidomide_hct,celecoxib,0.003
nelarabine,celecoxib,0.0465
anastrozole,raloxifene,0.0108
temozolomide_hct,ruxolitinib,0.0821
lapatinib,capecitabine,0.0285
imatinib,letrozole,0.0934
nelarabine,vismodegib,0.0103
imiquimod_hct,capecitabine,-0.0908
anastrozole,ruxolitinib,0.0175
nelarabine,imatinib,0.0439
methoxsalen,raloxifene,0.0281
capecitabine,letrozole,-0.0192
lapatinib,vemurafenib_hct,0.0172
capecitabine,nilotinib,0.0028
thalidomide_hct,raloxifene,-0.0375
nelarabine,ruxolitinib,0.0015
nilotinib,raloxifene,-0.0376
vemurafenib_hct,vemurafenib_hct,-0.0582
raloxifene,pazopanib,-0.0801
raloxifene,ruxolitinib,-0.0528
ruxolitinib,raloxifene,-0.032
capecitabine,celecoxib,-0.0385
nilotinib,celecoxib,-0.024
nelarabine,pazopanib,-0.0144
anastrozole,vemurafenib_hct,-0.0208
bendamustine,raloxifene,-0.0344
imatinib,raloxifene,0.0053
lapatinib,raloxifene,0.0167
temozolomide_hct,raloxifene,-0.0286
raloxifene,vemurafenib_hct,-0.0367
nelarabine,vemurafenib_hct,0.0256
nelarabine,raloxifene,0.0398
