Drug1,Drug2,Drug3,Score
topotecan,romidepsin,,-0.1487
methotrexate,dasatinib,,-0.2044
thioguanine,exemestane,,-0.0483
romidepsin,mitoxantrone,,-0.2617
cytarabine,vemurafenib,,-0.0921
allopurinol,paclitaxel,,-0.3315
clofarabine,pemetrexed,,-0.1383
cyclophosphamide,cabazitaxel,,-0.3116
bortezomib,docetaxel,,-0.1477
thioguanine,mitoxantrone,,-0.1914
ifosfamide,paclitaxel,,-0.4589
methotrexate,sirolimus,,-0.2605
lapatinib,cabazitaxel,,-0.6866
vinorelbine,exemestane,,-0.1349
docetaxel,thioguanine,,-0.1826
vinblastine,thioguanine,,-0.1987
ifosfamide,cabazitaxel,,-0.79
methotrexate,sunitinib,,-0.2347
mepacrine,vemurafenib,,-0.1366
floxuridine,etoposide,,-0.2944
bortezomib,floxuridine,,-0.2402
vemurafenib,mitoxantrone,,-0.1014
megestrolacetate,cabazitaxel,,-0.7809
docetaxel,vinorelbine,,-0.2443
estramustinephosphatesodium,fluorouracil,,-0.508
sirolimus,methotrexate,,0.0376
vinorelbine,gefitinib,,-0.1589
sorafenib,paclitaxel,,-0.2708
romidepsin,dexrazoxane,,-0.2553
nilotinib,cabazitaxel,,-0.6909
temozolomide,cabazitaxel,,-0.5542
vinblastine,exemestane,,-0.1933
bendamustine,paclitaxel,,-0.077
sunitinib,paclitaxel,,-0.2731
bendamustine,cabazitaxel,,-0.7931
floxuridine,daunorubicin,,-0.1474
paclitaxel,lenalidomide,,-0.2605
methotrexate,pralatrexate,,-0.3881
vemurafenib,dexrazoxane,,-0.2318
pralatrexate,paclitaxel,,-0.3923
sirolimus,thioguanine,,-0.1843
pralatrexate,pemetrexed,,-0.1372
vismodegib,cabazitaxel,,-0.6229
anastrozole,cabazitaxel,,-0.5835
altretamine,fluorouracil,,-0.2765
mitoxantrone,vinorelbine,,-0.0338
vinblastine,vinorelbine,,-0.2317
fluorouracil,vandetanib,,-0.4366
sirolimus,vemurafenib,,-0.2174
erlotinib,ixabepilone,,-0.2907
cytarabine,exemestane,,-0.163
romidepsin,cytarabine,,-0.3003
paclitaxel,tamoxifen,,-0.422
romidepsin,docetaxel,,-0.0732
busulfan,paclitaxel,,-0.3535
mitoxantrone,vemurafenib,,-0.1715
romidepsin,floxuridine,,-0.2472
paclitaxel,chlorambucil,,-0.229
chlorambucil,pemetrexed,,-0.0697
fludarabine,fluorouracil,,-0.547
vorinostat,paclitaxel,,-0.1635
celecoxib,fluorouracil,,-0.4438
methotrexate,etoposide,,-0.2824
docetaxel,dactinomycin,,0.1986
fulvestrant,cabazitaxel,,-0.6609
paclitaxel,sirolimus,,0.0488
fluorouracil,raloxifene,,-0.5443
cytarabine,vinorelbine,,-0.0291
paclitaxel,dacarbazine,,-0.2741
decitabine,paclitaxel,,-0.3186
methotrexate,lapatinib,,-0.2537
valrubicin,azacitidine,,0.0857
vemurafenib,teniposide,,-0.0011
topotecan,valrubicin,,-0.1088
romidepsin,teniposide,,-0.2741
methotrexate,dexrazoxane,,-0.2783
cytarabine,thioguanine,,-0.1412
mercaptopurine,romidepsin,,0.0212
celecoxib,cabazitaxel,,-0.667
teniposide,vinorelbine,,-0.0326
methotrexate,gefitinib,,-0.3858
sirolimus,exemestane,,-0.2033
mitoxantrone,exemestane,,-0.1974
pemetrexed,gefitinib,,-0.2293
decitabine,pemetrexed,,-0.2345
fluorouracil,ruxolitinib,,-0.545
mercaptopurine,thioguanine,,-0.0967
fludarabine,methotrexate,,-0.3654
teniposide,vemurafenib,,-0.0131
pralatrexate,vemurafenib,,-0.1464
pralatrexate,thioguanine,,-0.1679
methoxsalen,methotrexate,,-0.4128
romidepsin,gefitinib,,-0.297
clofarabine,thioguanine,,-0.0822
paclitaxel,megestrolacetate,,-0.4111
chlorambucil,vinorelbine,,-0.1392
clofarabine,methotrexate,,0.0381
dacarbazine,cabazitaxel,,-0.6058
romidepsin,dactinomycin,,-0.076
bortezomib,topotecan,,-0.1307
bortezomib,mepacrine,,-0.2788
methotrexate,sorafenib,,-0.4263
methotrexate,daunorubicin,,-0.1305
methotrexate,anastrozole,,-0.554
clofarabine,vemurafenib,,-0.1139
vemurafenib,etoposide,,-0.1685
bortezomib,cladribine,,-0.1695
tamoxifen,cabazitaxel,,-0.843
valrubicin,cabazitaxel,,-0.8573
cyclophosphamide,methotrexate,,-0.5134
dexrazoxane,vinorelbine,,-0.2183
dexrazoxane,vemurafenib,,-0.2365
bortezomib,cytarabine,,-0.1235
mepacrine,thioguanine,,-0.0994
decitabine,methotrexate,,-0.3115
floxuridine,crizotinib,,-0.2927
vinblastine,mitoxantrone,,-0.177
thalidomide,methotrexate,,-0.3677
romidepsin,etoposide,,-0.2791
sunitinib,lapatinib,,-0.1564
topotecan,thioguanine,,-0.2003
methotrexate,vorinostat,,-0.2045
vemurafenib,daunorubicin,,-0.1699
floxuridine,vandetanib,,-0.3263
imiquimod,paclitaxel,,-0.563
decitabine,thioguanine,,-0.2303
mepacrine,vinorelbine,,-0.2555
romidepsin,daunorubicin,,-0.2858
bortezomib,dactinomycin,,-0.2024
methotrexate,hydroxyurea,,-0.5054
sunitinib,erlotinib,,-0.0885
thioguanine,dexrazoxane,,-0.389
methotrexate,letrozole,,-0.5448
mercaptopurine,vinorelbine,,-0.1563
teniposide,exemestane,,-0.08
thalidomide,pemetrexed,,-0.3461
raloxifene,cabazitaxel,,-0.8844
mepacrine,exemestane,,-0.1448
mercaptopurine,exemestane,,-0.1374
pralatrexate,exemestane,,-0.1386
vinblastine,teniposide,,-0.1964
exemestane,gefitinib,,-0.1467
sorafenib,vinorelbine,,-0.3007
sorafenib,thioguanine,,-0.1152
chlorambucil,vemurafenib,,-0.2018
valrubicin,cytarabine,,-0.2386
sirolimus,vinorelbine,,-0.2298
docetaxel,mitoxantrone,,-0.1723
gefitinib,vemurafenib,,-0.3122
mepacrine,valrubicin,,-0.0462
hydroxyurea,exemestane,,-0.212
hydroxyurea,pemetrexed,,-0.3402
clofarabine,exemestane,,-0.2381
daunorubicin,vinorelbine,,-0.2327
bortezomib,mercaptopurine,,-0.1582
dexrazoxane,exemestane,,-0.1427
romidepsin,chlorambucil,,-0.2827
thioguanine,gefitinib,,-0.1902
fludarabine,cabazitaxel,,-0.7217
thioguanine,daunorubicin,,-0.33
pralatrexate,vinorelbine,,-0.2169
vorinostat,pemetrexed,,-0.3128
daunorubicin,vemurafenib,,-0.1936
floxuridine,lenalidomide,,-0.4367
sunitinib,mk2206,,-0.1867
bortezomib,azacitidine,,-0.2274
doxorubicin,paclitaxel,,-0.302
sorafenib,exemestane,,-0.1943
vemurafenib,raloxifene,,-0.2003
valrubicin,floxuridine,,-0.2254
floxuridine,axitinib,,-0.3833
vemurafenib,chlorambucil,,-0.2456
cytarabine,mitoxantrone,,0.0312
daunorubicin,exemestane,,-0.2628
bortezomib,gemcitabine,,-0.2167
vinblastine,dexrazoxane,,-0.2395
docetaxel,dexrazoxane,,-0.1907
clofarabine,vinorelbine,,-0.1248
topotecan,mepacrine,,-0.2044
thioguanine,chlorambucil,,-0.3861
estramustinephosphatesodium,paclitaxel,,-0.6201
celecoxib,methotrexate,,-0.2894
cyclophosphamide,vinorelbine,,-0.2973
paclitaxel,altretamine,,-0.3482
methotrexate,doxorubicin,,-0.5305
topotecan,docetaxel,,0.0365
hydroxyurea,vemurafenib,,-0.2704
romidepsin,gemcitabine,,-0.3087
mitotane,paclitaxel,,-0.0627
etoposide,vemurafenib,,-0.1719
vinblastine,chlorambucil,,-0.2118
valrubicin,sirolimus,,-0.1735
dasatinib,vemurafenib,,-0.2345
mepacrine,docetaxel,,-0.1862
methotrexate,fulvestrant,,-0.561
paclitaxel,fludarabine,,-0.2432
etoposide,exemestane,,-0.1605
paclitaxel,abiraterone,,-0.5495
altretamine,cabazitaxel,,-0.8922
pralatrexate,valrubicin,,-0.1681
vorinostat,topotecan,,-0.3321
methotrexate,lenalidomide,,-0.4289
vinblastine,etoposide,,-0.2006
methotrexate,crizotinib,,-0.232
mercaptopurine,valrubicin,,-0.2516
vinblastine,daunorubicin,,-0.1466
vorinostat,thioguanine,,-0.1885
paclitaxel,pazopanib,,-0.5902
docetaxel,cytarabine,,-0.1003
docetaxel,daunorubicin,,-0.1424
tamoxifen,methotrexate,,-0.2398
bortezomib,dasatinib,,-0.2634
etoposide,vinorelbine,,-0.1879
dasatinib,thioguanine,,-0.2168
dacarbazine,vemurafenib,,-0.2655
vorinostat,vemurafenib,,-0.2386
docetaxel,chlorambucil,,-0.2221
romidepsin,lenalidomide,,-0.3096
sorafenib,mitoxantrone,,-0.2627
methotrexate,vinblastine,,-0.5034
procarbazine,paclitaxel,,-0.5936
mepacrine,cytarabine,,-0.1149
pemetrexed,vismodegib,,-0.3846
methotrexate,chlorambucil,,-0.273
topotecan,exemestane,,-0.2474
vinblastine,gefitinib,,-0.3078
vemurafenib,dacarbazine,,-0.2764
thiotepa,pemetrexed,,-0.3899
aminolevulinicacid,vemurafenib,,-0.2996
mepacrine,mitoxantrone,,-0.3135
dasatinib,pemetrexed,,-0.2339
methotrexate,vismodegib,,-0.3166
docetaxel,etoposide,,-0.2385
gemcitabine,pemetrexed,,-0.3857
cytarabine,dactinomycin,,-0.0133
mepacrine,dexrazoxane,,-0.1977
docetaxel,teniposide,,-0.2131
teniposide,mitoxantrone,,0.0231
vinblastine,paclitaxel,,0.0263
docetaxel,floxuridine,,-0.0424
dacarbazine,vinorelbine,,-0.2333
cladribine,pemetrexed,,-0.2342
etoposide,erlotinib,,-0.0077
bortezomib,thiotepa,,-0.3958
romidepsin,nelarabine,,-0.2893
romidepsin,tamoxifen,,-0.3003
methotrexate,megestrolacetate,,-0.4309
cytarabine,dexrazoxane,,-0.027
exemestane,lenalidomide,,-0.2558
aminolevulinicacid,romidepsin,,-0.2906
sunitinib,dasatinib,,-0.3446
vorinostat,romidepsin,,-0.6175
topotecan,cytarabine,,-0.0979
lenalidomide,vemurafenib,,-0.344
methoxsalen,romidepsin,,-0.3072
procarbazine,pemetrexed,,-0.365
bortezomib,vinblastine,,-0.2947
bortezomib,mitotane,,-0.3578
sirolimus,mitoxantrone,,-0.1825
methoxsalen,vemurafenib,,-0.3284
mk2206,erlotinib,,-0.1322
fluorouracil,sunitinib,,-0.198
romidepsin,abiraterone,,-0.2862
romidepsin,dacarbazine,,-0.2743
ixabepilone,vemurafenib,,-0.2951
sorafenib,romidepsin,,-0.3005
vemurafenib,crizotinib,,-0.3057
sirolimus,dexrazoxane,,-0.0958
etoposide,lapatinib,,-0.0315
cyclophosphamide,vemurafenib,,-0.3056
romidepsin,cladribine,,-0.3546
methoxsalen,thioguanine,,-0.3159
streptozocin,romidepsin,,-0.2874
imiquimod,romidepsin,,-0.2852
mepacrine,floxuridine,,-0.1923
sunitinib,vemurafenib,,-0.3116
decitabine,valrubicin,,-0.262
mepacrine,dactinomycin,,-0.1115
lapatinib,paclitaxel,,-0.447
floxuridine,dactinomycin,,-0.0937
cytarabine,floxuridine,,-0.1306
aminolevulinicacid,thioguanine,,-0.3068
bortezomib,aminolevulinicacid,,-0.3304
bortezomib,doxorubicin,,-0.3123
cytarabine,etoposide,,-0.1651
gemcitabine,cytarabine,,0.1444
nelarabine,vemurafenib,,-0.3511
methotrexate,abiraterone,,-0.2687
azacitidine,valrubicin,,-0.1446
cytarabine,teniposide,,-0.0071
estramustinephosphatesodium,vemurafenib,,-0.3147
dacarbazine,exemestane,,-0.1913
fulvestrant,thioguanine,,-0.2909
axitinib,vemurafenib,,-0.347
romidepsin,vismodegib,,-0.3008
vinblastine,romidepsin,,-0.1294
bortezomib,busulfan,,-0.3135
thalidomide,thioguanine,,-0.3484
celecoxib,thioguanine,,-0.285
cladribine,thioguanine,,-0.2322
gemcitabine,floxuridine,,0.2083
topotecan,floxuridine,,-0.0604
thioguanine,vismodegib,,-0.3365
ixabepilone,thioguanine,,-0.2732
cytarabine,gefitinib,,-0.1769
romidepsin,megestrolacetate,,-0.3075
romidepsin,crizotinib,,-0.3115
estramustinephosphatesodium,thioguanine,,-0.2881
clofarabine,mitoxantrone,,-0.115
bortezomib,cyclophosphamide,,-0.3695
bendamustine,romidepsin,,-0.3139
azacitidine,vemurafenib,,-0.3172
valrubicin,gemcitabine,,-0.3403
bortezomib,sorafenib,,-0.3216
cladribine,vinorelbine,,-0.2965
topotecan,vinorelbine,,-0.2535
chlorambucil,exemestane,,0.2301
cladribine,vemurafenib,,-0.1683
floxuridine,ruxolitinib,,-0.4232
fulvestrant,paclitaxel,,-0.1121
gemcitabine,dactinomycin,,0.1562
bortezomib,celecoxib,,-0.3166
pralatrexate,romidepsin,,-0.5921
etoposide,vorinostat,,-0.1729
allopurinol,romidepsin,,-0.3345
bortezomib,lapatinib,,-0.3532
chlorambucil,teniposide,,-0.0248
mercaptopurine,docetaxel,,-0.4956
decitabine,vinorelbine,,-0.3091
mercaptopurine,mitoxantrone,,-0.0731
azacitidine,thioguanine,,-0.3439
dasatinib,exemestane,,-0.2536
mepacrine,daunorubicin,,-0.2309
busulfan,romidepsin,,-0.3263
pemetrexed,raloxifene,,-0.3746
azacitidine,cytarabine,,-0.0994
streptozocin,thioguanine,,-0.3155
mepacrine,chlorambucil,,-0.197
azacitidine,floxuridine,,-0.121
sunitinib,thioguanine,,-0.3174
paclitaxel,temozolomide,,-0.2474
thioguanine,abiraterone,,-0.3424
bortezomib,pralatrexate,,-0.325
thalidomide,romidepsin,,-0.3208
romidepsin,pazopanib,,-0.2999
sirolimus,gefitinib,,-0.1611
cytarabine,chlorambucil,,-0.2067
paclitaxel,celecoxib,,-0.4575
paclitaxel,clofarabine,,-0.2638
mepacrine,etoposide,,-0.1636
crizotinib,thioguanine,,-0.2437
romidepsin,axitinib,,-0.2985
ifosfamide,vemurafenib,,-0.3815
ifosfamide,thioguanine,,-0.3391
vorinostat,exemestane,,-0.2893
thiotepa,thioguanine,,-0.3167
vorinostat,adavosertib,,-0.2182
fludarabine,vemurafenib,,-0.3372
bortezomib,imiquimod,,-0.3521
topotecan,azacitidine,,-0.1386
anastrozole,thioguanine,,-0.328
bortezomib,fulvestrant,,-0.3363
aminolevulinicacid,methotrexate,,-0.5243
sirolimus,etoposide,,-0.0966
vinorelbine,abiraterone,,-0.5304
letrozole,thioguanine,,-0.3334
sirolimus,teniposide,,-0.1373
procarbazine,vemurafenib,,-0.3892
paclitaxel,capecitabine,,-0.0857
mepacrine,teniposide,,-0.1692
docetaxel,cladribine,,-0.1268
clofarabine,dexrazoxane,,-0.1735
paclitaxel,vismodegib,,-0.5762
bortezomib,thioguanine,,-0.3219
daunorubicin,mitoxantrone,,-0.1068
bortezomib,bendamustine,,-0.5109
imiquimod,vemurafenib,,-0.4062
valrubicin,cladribine,,-0.2665
anastrozole,paclitaxel,,-0.0823
bortezomib,fludarabine,,-0.3158
etoposide,mk2206,,-0.0466
vinblastine,lenalidomide,,-0.2312
bortezomib,vemurafenib,,-0.349
methotrexate,raloxifene,,-0.3017
thioguanine,pazopanib,,-0.3515
valrubicin,tamoxifen,,-0.2993
gemcitabine,thioguanine,,-0.3136
thiotepa,vemurafenib,,-0.2576
azacitidine,docetaxel,,-0.036
hydroxyurea,thioguanine,,-0.3048
romidepsin,temozolomide,,-0.2982
romidepsin,sirolimus,,-0.2546
pemetrexed,lenalidomide,,-0.1465
busulfan,thioguanine,,-0.3255
daunorubicin,doxorubicin,,-0.312
sorafenib,dexrazoxane,,-0.1575
etoposide,mitoxantrone,,-0.2443
fludarabine,thioguanine,,-0.3599
aminolevulinicacid,vinorelbine,,-0.3302
dexrazoxane,gefitinib,,-0.1343
romidepsin,nilotinib,,-0.3212
exemestane,abiraterone,,-0.2671
bendamustine,thioguanine,,-0.2235
cytarabine,daunorubicin,,-0.1163
vinorelbine,crizotinib,,-0.4618
mepacrine,gefitinib,,-0.2144
bortezomib,imatinib,,-0.3605
mepacrine,azacitidine,,-0.0961
decitabine,mitoxantrone,,-0.2193
teniposide,dexrazoxane,,0.0212
imiquimod,thioguanine,,-0.3601
thalidomide,exemestane,,-0.2647
sorafenib,gefitinib,,-0.1425
dactinomycin,thioguanine,,-0.3463
streptozocin,vinorelbine,,-0.3339
fulvestrant,vinorelbine,,-0.3542
sirolimus,daunorubicin,,-0.0148
valrubicin,vinblastine,,-0.2065
dasatinib,docetaxel,,-0.0086
docetaxel,gemcitabine,,-0.1386
topotecan,cladribine,,-0.1267
crizotinib,vinorelbine,,-0.346
romidepsin,fludarabine,,-0.3575
exemestane,vandetanib,,-0.2388
fulvestrant,exemestane,,-0.3033
ixabepilone,vinorelbine,,-0.3231
fulvestrant,romidepsin,,-0.219
thioguanine,axitinib,,-0.363
bortezomib,letrozole,,-0.3424
methotrexate,mitotane,,-0.441
imatinib,thioguanine,,-0.3395
pralatrexate,dexrazoxane,,-0.0465
chlorambucil,dexrazoxane,,-0.0235
sorafenib,chlorambucil,,-0.1116
aminolevulinicacid,exemestane,,-0.2912
valrubicin,lapatinib,,-0.2882
valrubicin,vemurafenib,,-0.3983
vemurafenib,lenalidomide,,-0.2682
vemurafenib,axitinib,,-0.3832
temozolomide,thioguanine,,-0.3375
vemurafenib,vismodegib,,-0.4451
vismodegib,vemurafenib,,-0.4361
azacitidine,exemestane,,-0.3265
vinorelbine,vismodegib,,-0.5504
letrozole,vemurafenib,,-0.4503
vinblastine,abiraterone,,-0.2943
nelarabine,thioguanine,,-0.3284
mk2206,dasatinib,,-0.3977
erlotinib,romidepsin,,-0.3485
fluorouracil,erlotinib,,-0.0905
docetaxel,lenalidomide,,-0.2639
mepacrine,mercaptopurine,,-0.0875
sorafenib,daunorubicin,,-0.2297
bendamustine,vemurafenib,,-0.3607
teniposide,doxorubicin,,-0.4117
romidepsin,celecoxib,,-0.448
chlorambucil,etoposide,,-0.0696
vinblastine,dacarbazine,,-0.2725
floxuridine,altretamine,,-0.5497
tamoxifen,thioguanine,,-0.3351
bortezomib,vinorelbine,,-0.313
topotecan,mercaptopurine,,-0.1349
valrubicin,sunitinib,,-0.3889
fluorouracil,lapatinib,,-0.1338
sorafenib,teniposide,,-0.2057
topotecan,gemcitabine,,-0.0857
sirolimus,chlorambucil,,-0.1057
chlorambucil,daunorubicin,,0.0172
clofarabine,teniposide,,-0.0766
cyclophosphamide,exemestane,,-0.302
nilotinib,thioguanine,,-0.3358
estramustinephosphatesodium,romidepsin,,-0.3818
bortezomib,tamoxifen,,-0.5299
paclitaxel,axitinib,,-0.6012
sunitinib,exemestane,,-0.2858
tamoxifen,pemetrexed,,-0.3988
mercaptopurine,floxuridine,,-0.1836
erlotinib,thioguanine,,-0.3319
hydroxyurea,vinorelbine,,-0.2952
celecoxib,vinorelbine,,-0.4291
decitabine,romidepsin,,-0.2915
thalidomide,vinorelbine,,-0.3402
mercaptopurine,dexrazoxane,,-0.0605
romidepsin,raloxifene,,-0.304
daunorubicin,dexrazoxane,,-0.136
methoxsalen,valrubicin,,-0.3192
aminolevulinicacid,valrubicin,,-0.2711
exemestane,crizotinib,,-0.2668
exemestane,vismodegib,,-0.2865
allopurinol,vemurafenib,,-0.3842
bortezomib,vorinostat,,-0.2641
procarbazine,vinorelbine,,-0.3321
sorafenib,etoposide,,-0.1051
estramustinephosphatesodium,vinorelbine,,-0.3816
methotrexate,bortezomib,,-0.557
romidepsin,ruxolitinib,,-0.3098
clofarabine,gefitinib,,-0.2375
cladribine,dactinomycin,,-0.0906
bendamustine,vinorelbine,,-0.3392
nelarabine,methotrexate,,0.0049
nilotinib,methotrexate,,-0.0048
dasatinib,vinorelbine,,-0.314
mepacrine,crizotinib,,-0.1934
ifosfamide,exemestane,,-0.3153
valrubicin,hydroxyurea,,-0.2821
anastrozole,vinorelbine,,-0.3373
busulfan,exemestane,,-0.3169
capecitabine,methotrexate,,0.0467
cladribine,cytarabine,,-0.0369
mercaptopurine,cytarabine,,-0.0967
thioguanine,lenalidomide,,-0.4572
thioguanine,raloxifene,,-0.4008
bendamustine,exemestane,,-0.3302
allopurinol,valrubicin,,-0.1449
teniposide,gefitinib,,-0.1522
dasatinib,cytarabine,,-0.0148
doxorubicin,romidepsin,,-0.4177
celecoxib,exemestane,,-0.3161
streptozocin,vemurafenib,,-0.3088
paclitaxel,ruxolitinib,,-0.6243
bendamustine,valrubicin,,-0.0288
azacitidine,dactinomycin,,-0.0477
thioguanine,doxorubicin,,-0.278
valrubicin,thioguanine,,-0.3723
nelarabine,vinorelbine,,-0.3588
vorinostat,gemcitabine,,-0.647
ifosfamide,vinorelbine,,-0.3725
etoposide,dexrazoxane,,-0.147
mepacrine,gemcitabine,,-0.1432
mercaptopurine,dactinomycin,,-0.2163
mercaptopurine,daunorubicin,,-0.0607
pralatrexate,teniposide,,-0.0736
streptozocin,valrubicin,,-0.3135
docetaxel,dacarbazine,,-0.275
capecitabine,thioguanine,,-0.3379
vinblastine,megestrolacetate,,-0.3384
dactinomycin,vinorelbine,,-0.3519
sunitinib,cytarabine,,-0.1327
letrozole,vinorelbine,,-0.3535
docetaxel,vismodegib,,-0.4622
exemestane,axitinib,,-0.2859
capecitabine,vinorelbine,,-0.3832
fludarabine,vinorelbine,,-0.3602
dacarbazine,mitoxantrone,,-0.1951
valrubicin,clofarabine,,-0.3259
vorinostat,vinorelbine,,-0.2721
sunitinib,vinorelbine,,-0.3924
tamoxifen,vinorelbine,,-0.4783
gemcitabine,mercaptopurine,,0.0689
mitoxantrone,doxorubicin,,-0.3665
valrubicin,nilotinib,,-0.3537
mepacrine,sirolimus,,-0.1621
valrubicin,imatinib,,-0.2604
etoposide,dasatinib,,-0.226
dasatinib,dactinomycin,,0.0919
raloxifene,vemurafenib,,-0.4589
topotecan,dasatinib,,-0.1212
procarbazine,exemestane,,-0.2748
mitoxantrone,lenalidomide,,-0.1932
imiquimod,vinorelbine,,-0.3604
valrubicin,doxorubicin,,-0.363
vinblastine,vismodegib,,-0.4207
fulvestrant,valrubicin,,-0.1997
lapatinib,thioguanine,,-0.3836
cladribine,exemestane,,-0.2869
pralatrexate,docetaxel,,-0.584
clofarabine,etoposide,,-0.1252
vinblastine,crizotinib,,-0.3449
anastrozole,exemestane,,-0.3683
thioguanine,ruxolitinib,,-0.3874
vinorelbine,raloxifene,,-0.4324
fluorouracil,vorinostat,,-0.2251
vorinostat,cytarabine,,-0.1238
docetaxel,axitinib,,-0.3544
allopurinol,vinorelbine,,-0.4108
thalidomide,valrubicin,,-0.3478
vemurafenib,altretamine,,-0.3608
letrozole,exemestane,,-0.3612
cytarabine,lenalidomide,,-0.2263
docetaxel,anastrozole,,0.0792
mercaptopurine,pralatrexate,,-0.0202
mercaptopurine,teniposide,,0.0187
pralatrexate,daunorubicin,,-0.0474
pralatrexate,mitoxantrone,,-0.0827
vorinostat,bortezomib,,-0.7264
dasatinib,mitoxantrone,,-0.1953
sunitinib,docetaxel,,-0.1065
decitabine,dexrazoxane,,-0.1738
dactinomycin,vemurafenib,,-0.5008
vemurafenib,megestrolacetate,,-0.3636
imatinib,exemestane,,-0.3628
altretamine,pemetrexed,,-0.4073
valrubicin,vinorelbine,,-0.3521
capecitabine,exemestane,,-0.3871
mitotane,exemestane,,-0.3857
mepacrine,abiraterone,,-0.2174
sunitinib,topotecan,,-0.5664
fludarabine,exemestane,,-0.3921
fluorouracil,mk2206,,-0.1408
daunorubicin,teniposide,,-0.1062
vinblastine,ruxolitinib,,-0.3481
gemcitabine,cladribine,,0.0824
methoxsalen,mitoxantrone,,-0.2736
imiquimod,exemestane,,-0.3435
mepacrine,cladribine,,-0.158
dactinomycin,exemestane,,-0.3731
vinorelbine,lenalidomide,,-0.4894
lapatinib,exemestane,,-0.3755
thalidomide,vemurafenib,,-0.3814
vorinostat,dactinomycin,,-0.0424
docetaxel,fludarabine,,0.0355
sunitinib,romidepsin,,-0.2947
daunorubicin,gefitinib,,-0.1986
valrubicin,letrozole,,-0.3559
dasatinib,floxuridine,,-0.1401
megestrolacetate,mitoxantrone,,-0.3243
sirolimus,cytarabine,,0.0741
decitabine,cytarabine,,-0.156
clofarabine,daunorubicin,,-0.191
romidepsin,thiotepa,,-0.4354
topotecan,dexrazoxane,,-0.138
nilotinib,vinorelbine,,-0.463
erlotinib,valrubicin,,-0.2405
imiquimod,valrubicin,,-0.0961
mk2206,topotecan,,-0.4612
mepacrine,tamoxifen,,-0.1558
busulfan,vemurafenib,,-0.3304
altretamine,vemurafenib,,-0.4335
mepacrine,pralatrexate,,-0.3063
sirolimus,floxuridine,,0.0557
cytarabine,abiraterone,,-0.2251
valrubicin,exemestane,,-0.3783
nilotinib,vemurafenib,,-0.4295
etoposide,gefitinib,,-0.1273
exemestane,raloxifene,,-0.3208
cyclophosphamide,mitoxantrone,,-0.2266
thioguanine,vandetanib,,-0.3303
topotecan,vorinostat,,-0.1472
vorinostat,mitoxantrone,,-0.2472
hydroxyurea,mitoxantrone,,-0.2355
mepacrine,vorinostat,,-0.125
bendamustine,docetaxel,,-0.0208
anastrozole,valrubicin,,-0.2702
celecoxib,vemurafenib,,-0.4682
sirolimus,dactinomycin,,0.0559
topotecan,sunitinib,,-0.1403
aminolevulinicacid,mitoxantrone,,-0.2079
exemestane,ruxolitinib,,-0.3277
thiotepa,vinorelbine,,-0.3676
clofarabine,chlorambucil,,-0.1517
pralatrexate,etoposide,,-0.0132
tamoxifen,vemurafenib,,-0.4297
bortezomib,allopurinol,,-0.3103
allopurinol,docetaxel,,-0.2537
mepacrine,lenalidomide,,-0.3068
hydroxyurea,dexrazoxane,,-0.1596
pralatrexate,cytarabine,,-0.4819
cytarabine,vismodegib,,-0.2396
mitoxantrone,abiraterone,,-0.3649
decitabine,gefitinib,,-0.2552
chlorambucil,gefitinib,,-0.1082
sunitinib,adavosertib,,-0.5471
procarbazine,romidepsin,,-0.3226
ixabepilone,exemestane,,-0.2967
thiotepa,exemestane,,-0.3123
nilotinib,exemestane,,-0.3797
sorafenib,docetaxel,,-0.2652
methoxsalen,mepacrine,,-0.2744
crizotinib,mitoxantrone,,-0.2821
pralatrexate,floxuridine,,-0.5109
mepacrine,vandetanib,,-0.2486
romidepsin,vandetanib,,-0.3298
topotecan,sirolimus,,-0.1942
mercaptopurine,azacitidine,,-0.1265
mercaptopurine,etoposide,,-0.0097
vorinostat,docetaxel,,-0.1344
mepacrine,sunitinib,,-0.2174
mepacrine,thiotepa,,-0.1734
decitabine,daunorubicin,,-0.1529
streptozocin,mepacrine,,-0.1963
fluorouracil,dasatinib,,-0.3183
fulvestrant,mitoxantrone,,-0.286
methoxsalen,exemestane,,-0.246
cytarabine,megestrolacetate,,-0.2692
topotecan,teniposide,,-0.1752
pralatrexate,dactinomycin,,-0.5787
procarbazine,mepacrine,,-0.2518
hydroxyurea,romidepsin,,-0.3278
azacitidine,sirolimus,,-0.048
crizotinib,exemestane,,-0.2775
bendamustine,cytarabine,,-0.2017
streptozocin,mitoxantrone,,-0.2455
topotecan,doxorubicin,,-0.2105
gemcitabine,vemurafenib,,-0.3304
mercaptopurine,cladribine,,-0.0183
